CD_NOM,CD_REF,NOM_SCIENTIFIQUE,L,T,C,HA,HE,R,N,S,Tx,MO
162008,162008,"Eragrostis virescens subsp. virescens J.Presl, 1830",7,7,4,4,4,6,7,0,5,1
96745,96745,"Erigeron blakei Cabrera, 1941",7,7,4,4,4,7,7,0,3,2
96746,96746,"Erigeron bonariensis L., 1753",7,8,4,5,4,6,7,0,3,3
96749,96749,"Erigeron canadensis L., 1753",8,5,5,4,5,6,7,0,4,3
611690,611690,"Erigeron floribundus (Kunth) Sch.Bip., 1865",8,6,4,4,5,6,7,0,3,3
96814,96814,"Erigeron sumatrensis Retz., 1810",8,6,4,4,5,6,7,0,4,3
97064,97064,"Erucastrum gallicum (Willd.) O.E.Schulz, 1916",8,6,4,3,4,8,4,0,3,1
611146,611146,"Euphorbia davidii Subils, 1984",8,6,5,3,3,7,7,0,3,2
105689,105689,"Lepidium virginicum L., 1753",8,7,4,4,4,6,6,0,4,2
106507,106507,"Lolium rigidum Gaudin, 1811",8,7,4,5,5,7,7,0,3,3
137409,137409,"Lolium rigidum subsp. lepturoides Sennen & Mauricio, 1933",8,8,4,5,5,7,7,0,3,3
137412,137412,"Lolium rigidum subsp. rigidum Gaudin, 1811",8,7,4,5,5,7,7,0,3,3
161479,161479,"Nonea lutea (Desr.) DC., 1805",,,,,,,,,,
109689,109689,"Nonea pulla (L.) DC., 1805",7,6,7,4,4,8,2,0,4,2
109845,109845,"Odontites vernus (Bellardi) Dumort., 1827",7,5,4,5,5,7,6,1,3,3
138136,138136,"Odontites vernus subsp. serotinus (Coss. & Germ.) Corb., 1894",7,5,4,5,5,7,6,1,3,3
138137,138137,"Odontites vernus subsp. vernus (Bellardi) Dumort., 1827",7,6,4,5,5,5,6,0,2,4
130650,130650,"Zinnia elegans Jacq., 1792",,,,,,,,,,
82932,82932,"Anthriscus cerefolium (L.) Hoffm., 1814",7,6,7,5,5,7,8,0,3,2
143625,143625,"Anthriscus cerefolium var. cerefolium (L.) Hoffm., 1814",7,6,7,5,5,7,8,0,3,2
83949,83949,"Artemisia biennis Willd., 1794",8,6,7,5,5,7,8,0,4,3
85075,85075,"Atriplex hortensis L., 1753",7,6,7,5,5,7,8,0,3,3
85089,85089,"Atriplex micrantha Ledeb., 1829",6,5,7,5,5,7,8,0,3,2
85795,85795,"Berteroa incana (L.) DC., 1821",9,6,7,4,4,6,6,0,3,2
86400,86400,"Brassica nigra (L.) W.D.J.Koch, 1833",8,7,3,7,7,8,8,0,4,3
86728,86728,"Bromus pseudothominei P.Sm., 1968",9,6,2,5,4,6,5,0,4,3
90259,90259,"Cerinthe minor L., 1753",8,2,7,7,5,6,4,0,3,2
133181,133181,"Cerinthe minor subsp. auriculata (Ten.) Rouy, 1927",8,2,7,7,5,6,4,0,3,2
133182,133182,"Cerinthe minor subsp. minor L., 1753",8,2,7,7,5,6,4,0,3,2
90820,90820,"Chenopodium suecicum Murr, 1902",8,6,7,5,4,6,7,0,3,3
91172,91172,"Cichorium pumilum Jacq., 1771",8,8,3,7,7,7,6,0,3,8
92106,92106,"Coincya monensis (L.) Greuter & Burdet, 1983",9,6,4,4,4,5,5,0,3,2
133401,133401,"Coincya monensis subsp. cheiranthos (Vill.) Aedo, Leadlay & Muí±oz Garm., 1993",9,6,4,4,4,5,5,0,3,2
93134,93134,"Crepis setosa Haller f., 1797",9,6,4,4,4,7,6,0,3,3
93144,93144,"Crepis tectorum L., 1753",8,6,6,4,4,6,6,0,5,3
94645,94645,"Descurainia sophia (L.) Webb ex Prantl, 1891",8,6,7,4,5,6,6,0,3,3
95108,95108,"Diplotaxis catholica (L.) DC., 1821",9,9,1,4,4,3,7,1,4,1
611751,611751,"Dysphania pumilio (R.Br.) Mosyakin & Clemants, 2002",9,7,4,5,4,7,8,0,3,3
96143,96143,"Epilobium brachycarpum C.Presl, 1831",8,4,3,5,5,4,7,0,3,2
104770,104770,"Lactuca saligna L., 1753",9,7,4,3,4,8,5,1,3,2
104775,104775,"Lactuca serriola L., 1756",7,5,5,4,4,7,6,0,3,3
104787,104787,"Lactuca virosa L., 1753",7,7,4,4,4,7,7,0,3,2
105612,105612,"Lepidium densiflorum Schrad., 1832",9,6,5,4,4,7,6,0,3,3
105673,105673,"Lepidium sativum L., 1753",9,8,4,4,5,8,6,0,3,3
107303,107303,"Malva pusilla Sm., 1795",8,5,7,5,4,6,6,1,3,3
109833,109833,"Odontites jaubertianus (Boreau) D.Dietr., 1842",7,6,4,4,4,7,7,0,3,2
109933,109933,"Oenothera laciniata Hill, 1768",8,6,6,5,5,6,6,0,4,3
109948,109948,"Oenothera parodiana Munz, 1933",5,6,1,4,4,7,6,1,4,1
160398,160398,"Oenothera speciosa Nutt., 1821",8,8,3,6,6,5,7,0,3,3
109965,109965,"Oenothera stricta Ledeb. ex Link, 1821",8,6,6,5,5,6,6,0,4,3
1019281,1019281,"Oenothera stricta subsp. stricta Ledeb. ex Link, 1821",8,6,6,5,5,6,6,0,4,3
116202,116202,"Pseudognaphalium undulatum (L.) Hilliard & Burtt, 1981",8,6,6,4,5,7,6,0,4,3
117458,117458,"Reseda lutea L., 1753",7,5,5,5,4,7,6,0,4,1
122723,122723,"Senecio squalidus L., 1753",8,6,5,5,4,7,6,0,3,3
612573,612573,"Senecio squalidus subsp. squalidus L., 1753",8,6,5,5,4,7,6,0,3,3
455271,455271,"Sesamum indicum L., 1753",,,,,,,,,,
123799,123799,"Sisymbrium altissimum L., 1753",8,6,7,4,4,7,6,0,3,3
123804,123804,"Sisymbrium austriacum Jacq., 1775",7,2,7,6,5,8,7,0,3,3
123849,123849,"Sisymbrium loeselii L., 1755",8,6,7,4,4,7,6,0,3,3
717553,717553,"Solanum chacoense Bitter, 1912",7,6,4,5,5,5,7,0,3,2
126837,126837,"Tordylium maximum L., 1753",7,6,4,5,4,6,6,0,3,2
126859,126859,"Torilis japonica (Houtt.) DC., 1830",6,5,5,5,5,8,8,0,3,2
718424,718424,"Torilis japonica subsp. japonica (Houtt.) DC., 1830",6,5,5,5,5,8,8,0,3,2
128771,128771,"Verbesina encelioides (Cav.) Benth. & Hook.f. ex A.Gray, 1876",7,6,6,4,4,5,7,0,4,3
83938,83938,"Artemisia annua L., 1753",9,6,7,3,5,7,6,0,3,3
85099,85099,"Atriplex oblongifolia Waldst. & Kit., 1812",8,6,5,7,6,7,7,1,4,3
85119,85119,"Atriplex sagittata Borkh., 1793",9,6,7,5,5,7,7,0,4,2
85132,85132,"Atriplex tatarica L., 1753",9,8,8,3,4,7,7,0,3,3
85631,85631,"Bassia scoparia (L.) Voss, 1903",8,5,7,5,5,7,7,0,3,2
613467,613467,"Bassia scoparia var. culta Voss, 1903",8,5,7,5,5,7,7,0,3,2
144251,144251,"Bassia scoparia var. scoparia (L.) Voss, 1903",8,5,7,5,5,7,7,0,3,2
983817,983817,"Chenopodium betaceum Andrz., 1862",9,6,6,5,5,7,7,0,3,2
123864,123864,"Sisymbrium orientale L., 1756",8,8,3,5,4,8,8,0,3,3
141249,141249,"Sisymbrium orientale subsp. macroloma (Pomel) H.Lindb., 1932",8,8,3,5,4,8,8,0,3,3
141250,141250,"Sisymbrium orientale subsp. orientale L., 1756",8,8,3,5,4,8,8,0,3,3
90836,90836,"Chenopodium vulvaria L., 1753",7,7,4,4,5,8,9,0,3,3
103185,103185,"Hyoscyamus niger L., 1753",8,6,5,4,5,7,8,0,3,3
717790,717790,"Malva multiflora (Cav.) Soldano & Banfi & Galasso, 2005",7,7,3,4,4,7,8,4,3,2
107284,107284,"Malva neglecta Wallr., 1824",8,5,7,5,5,7,8,0,3,3
102974,102974,"Hordeum murinum L., 1753",8,8,3,4,3,8,8,0,4,3
136671,136671,"Hordeum murinum subsp. glaucum (Steud.) Tzvelev, 1972",8,5,5,4,4,7,8,0,3,3
136673,136673,"Hordeum murinum subsp. murinum L., 1753",8,8,3,4,3,8,8,0,4,3
611096,611096,"Corispermum gmelinii Bunge, 1879",8,7,4,2,3,7,6,0,4,3
113809,113809,"Plantago arenaria Waldst. & Kit., 1802",8,6,5,2,3,7,6,1,4,1
966396,966396,"Salsola squarrosa Steven ex Moq., 1849",9,6,8,2,3,7,6,2,4,1
966398,966398,"Salsola squarrosa subsp. controversa (Tod. ex Lojac.) Mosyakin, 2017",9,6,8,2,3,7,6,2,4,1
611755,611755,"Dysphania botrys (L.) Mosyakin & Clemants, 2002",8,6,3,7,7,7,8,0,4,3
80270,80270,"Aegilops cylindrica Host, 1802",9,9,6,1,1,7,5,0,4,2
955740,955740,"Aegilops speltoides subsp. ligustica (Savign.) Zhuk., 1928",9,9,6,1,1,7,5,0,4,2
82315,82315,"Anacyclus radiatus Loisel., 1828",8,8,3,2,3,7,6,0,4,1
718304,718304,"Anacyclus radiatus subsp. radiatus Loisel., 1828",8,8,3,2,3,7,6,0,4,1
82318,82318,"Anacyclus valentinus L., 1753",8,8,3,2,3,7,6,0,4,1
82692,82692,"Anethum graveolens L., 1753",7,6,6,3,4,7,7,0,3,3
612391,612391,"Anethum graveolens subsp. graveolens L., 1753",7,6,6,3,4,7,7,0,3,3
82750,82750,"Anisantha diandra (Roth) Tutin ex Tzvelev, 1963",8,6,6,3,3,8,7,0,3,3
82753,82753,"Anisantha madritensis (L.) Nevski, 1934",7,7,4,2,3,8,7,0,4,3
82755,82755,"Anisantha rigida (Roth) Hyl., 1945",8,6,6,3,3,8,7,0,3,3
82756,82756,"Anisantha rubens (L.) Nevski, 1934",7,8,3,2,3,8,7,0,4,3
788794,788794,"Aristida longespica Poir., 1811",,,,,,,,,,
84846,84846,"Astragalus hamosus L., 1753",7,7,4,3,4,7,6,0,3,3
85208,85208,"Avena barbata Pott ex Link, 1799",8,8,5,2,3,7,5,0,3,3
131973,131973,"Avena barbata subsp. barbata Pott ex Link, 1799",8,8,5,2,3,7,5,0,3,3
788977,788977,"Avena barbata subsp. castellana Romero Zarco, 1990",8,9,4,2,3,6,5,0,3,3
131975,131975,"Avena barbata subsp. lusitanica (Tab.Morais) Romero Zarco, 1986",8,8,3,2,3,7,5,0,3,3
85323,85323,"Avena nuda L., 1756",7,8,4,2,3,5,5,0,3,3
132024,132024,"Avena sterilis subsp. atherantha (C.Presl) Scholz, 1991",8,7,4,2,3,7,6,0,3,3
788978,788978,"Avena sterilis subsp. ludoviciana (Durieu) Gillet & Magne, 1873",8,7,4,2,3,7,6,0,3,3
86522,86522,"Bromus alopecuros Poir., 1789",8,6,6,3,3,8,7,0,3,3
718322,718322,"Bromus alopecuros subsp. alopecuros Poir., 1789",8,6,6,3,3,8,7,0,3,3
86642,86642,"Bromus intermedius Guss., 1827",8,8,3,2,3,8,7,0,3,3
86648,86648,"Bromus lanceolatus Roth, 1797",8,8,3,2,3,8,7,0,3,3
89484,89484,"Cenchrus incertus M.A.Curtis, 1835",8,6,2,4,4,5,7,0,4,1
89649,89649,"Centaurea napifolia L., 1753",8,8,3,3,3,7,6,0,3,3
89945,89945,"Cephalaria transylvanica (L.) Schrad. ex Roem. & Schult., 1818",7,6,6,3,4,6,5,0,3,3
90258,90258,"Cerinthe major L., 1753",7,8,3,3,4,7,5,0,3,3
133180,133180,"Cerinthe major subsp. major L., 1753",7,8,3,3,4,7,5,0,3,3
90925,90925,"Chloris virgata Sw., 1797",8,9,3,3,3,7,7,0,3,2
91010,91010,"Chrozophora tinctoria (L.) A.Juss., 1824",8,8,3,2,3,7,6,0,3,3
91136,91136,"Cicer arietinum L., 1753",8,8,4,3,4,7,6,0,3,3
91819,91819,"Cladanthus mixtus (L.) Chevall., 1827",9,9,2,4,5,3,7,0,4,4
92114,92114,"Coix lacryma-jobi L., 1753",8,9,5,3,4,6,6,0,3,3
92175,92175,"Coleostephus myconis (L.) Cass. ex Rchb.f., 1854",8,8,3,3,4,7,6,0,2,3
92465,92465,"Coriandrum sativum L., 1753",7,8,4,4,4,7,6,0,3,3
94606,94606,"Delphinium verdunense Balb., 1813",8,8,3,4,4,7,7,0,3,3
446295,446295,"Digitaria violascens Link, 1827",,,,,,,,,,
96612,96612,"Eragrostis mexicana (Hornem.) Link, 1827",7,7,4,4,4,5,7,0,4,1
97666,97666,"Euphorbia serpens Kunth, 1817",7,8,3,3,2,7,6,0,4,3
146586,146586,"Euphorbia serpens var. fissistipula Thell., 1907",7,8,3,3,2,7,6,0,4,3
146587,146587,"Euphorbia serpens var. serpens Kunth, 1817",7,8,3,3,2,7,6,0,4,3
99665,99665,"Gastridium phleoides (Nees & Meyen) C.E.Hubb., 1955",8,8,3,3,3,7,6,0,3,2
100187,100187,"Geropogon hybridus (L.) Sch.Bip., 1844",8,7,4,4,5,6,7,0,3,3
104845,104845,"Lamarckia aurea (L.) Moench, 1794",9,7,4,3,4,7,6,0,4,1
104858,104858,"Lamium bifidum Cirillo, 1788",7,8,3,5,5,7,7,0,3,3
137070,137070,"Lamium bifidum subsp. bifidum Cirillo, 1788",7,8,3,5,5,7,7,0,3,3
717285,717285,"Lamium cyrneum Paradis, 2012",,,,,,,,,,
610998,610998,"Lamium gevorense (Gómez Hern.) Gómez Hern. & A.Pujadas, 2005",,,,,,,,,,
105178,105178,"Lathyrus clymenum L., 1753",7,8,3,5,5,6,6,0,3,3
105260,105260,"Lathyrus setifolius L., 1753",8,7,4,4,4,8,7,0,3,2
105271,105271,"Lathyrus tingitanus L., 1753",8,8,2,5,4,8,7,0,3,2
106535,106535,"Lomelosia simplex (Desf.) Raf., 1838",8,8,4,4,4,5,7,0,3,2
137426,137426,"Lomelosia simplex subsp. simplex (Desf.) Raf., 1838",8,8,4,4,4,5,7,0,3,2
106536,106536,"Lomelosia stellata (L.) Raf., 1838",8,8,4,3,4,7,7,0,3,1
106766,106766,"Lupinus angustifolius L., 1753",7,8,3,5,5,7,7,0,3,3
106780,106780,"Lupinus luteus L., 1753",7,8,3,5,5,7,7,0,3,3
106784,106784,"Lupinus micranthus Guss., 1828",7,8,3,5,5,7,7,0,3,3
107588,107588,"Medicago ciliaris (L.) All., 1785",8,8,3,4,4,8,7,0,4,2
107632,107632,"Medicago intertexta (L.) Mill., 1768",8,8,3,4,4,8,7,0,4,2
107710,107710,"Medicago rugosa Desr., 1792",8,8,6,4,3,8,7,0,3,2
107728,107728,"Medicago tenoreana Ser., 1825",8,8,3,4,4,8,7,0,4,2
107739,107739,"Medicago truncatula Gaertn., 1791",8,8,4,4,3,8,7,0,3,2
107905,107905,"Melilotus elegans Salzm. ex Ser., 1825",8,8,3,4,4,8,7,0,4,2
107965,107965,"Melilotus spicatus (Sm.) Breistr., 1956",8,6,4,4,4,8,7,0,4,2
109684,109684,"Nonea echioides (L.) Roem. & Schult., 1819",8,8,2,5,4,5,7,0,3,3
109688,109688,"Nonea pallens Petrovič, 1885",8,6,4,4,4,7,7,0,3,2
112807,112807,"Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood, 1964",7,7,4,4,4,7,6,0,4,3
112980,112980,"Phalaris brachystachys Link, 1806",8,7,4,5,5,7,6,0,3,3
113016,113016,"Phalaris paradoxa L., 1763",8,8,3,4,4,4,7,0,4,4
113213,113213,"Phleum paniculatum Huds., 1762",7,6,4,5,4,8,6,0,3,3
718386,718386,"Phleum paniculatum subsp. paniculatum Huds., 1762",7,6,4,5,4,8,6,0,3,3
113889,113889,"Plantago lagopus L., 1753",8,8,3,3,3,8,7,0,3,2
114035,114035,"Platycapnos spicata (L.) Bernh., 1833",8,8,3,4,5,8,6,0,8,3
114036,114036,"Platycapnos tenuiloba Pomel, 1874",8,8,3,4,5,8,6,0,8,3
138928,138928,"Platycapnos tenuiloba subsp. tenuiloba Pomel, 1874",8,8,3,4,5,8,6,0,8,3
114468,114468,"Podospermum laciniatum (L.) DC., 1805",8,8,3,3,4,8,6,0,3,2
718393,718393,"Podospermum laciniatum subsp. decumbens (Guss.) Gemeinholzer & Greuter, 2006",8,8,3,3,4,8,6,0,3,2
718394,718394,"Podospermum laciniatum subsp. laciniatum (L.) DC., 1805",8,8,3,3,4,8,6,0,3,2
117393,117393,"Rapistrum rugosum (L.) All., 1785",7,7,4,4,4,8,6,0,3,2
139849,139849,"Rapistrum rugosum subsp. orientale (L.) Arcang., 1882",8,8,3,3,4,8,7,0,3,2
139850,139850,"Rapistrum rugosum subsp. rugosum (L.) All., 1785",7,7,4,4,4,8,6,0,3,2
118872,118872,"Rostraria cristata (L.) Tzvelev, 1971",8,8,3,3,3,7,6,0,3,2
121530,121530,"Schkuhria pinnata (Lam.) Kuntze, 1898",8,8,2,3,3,7,7,0,3,2
123824,123824,"Sisymbrium erysimoides Desf., 1799",8,8,3,3,3,8,7,0,3,2
123872,123872,"Sisymbrium polyceratium L., 1753",8,8,3,3,4,8,7,0,3,3
124369,124369,"Sorghum bicolor (L.) Moench, 1794",9,7,5,3,5,7,7,0,3,3
124378,124378,"Sorghum halepense (L.) Pers., 1805",8,7,4,3,5,7,7,0,4,3
717569,717569,"Staphisagria picta (Willd.) Jabbour, 2011",8,8,3,4,4,7,7,0,3,3
718417,718417,"Staphisagria picta subsp. picta (Willd.) Jabbour, 2011",8,8,3,4,4,7,7,0,3,3
718295,718295,"Staphisagria picta subsp. requienii (DC.) B.Bock, 2012",8,8,3,4,4,7,7,0,3,3
613702,613702,"Torilis africana var. heterophylla (Guss.) Reduron, 2008",7,6,4,4,3,8,8,0,3,3
126861,126861,"Torilis leptophylla (L.) Rchb.f., 1867",8,8,3,4,4,7,6,0,3,3
127070,127070,"Tragus racemosus (L.) All., 1785",8,7,4,4,4,5,7,0,3,2
127451,127451,"Trifolium purpureum Loisel., 1807",8,8,3,5,5,5,7,0,3,1
127488,127488,"Trifolium spumosum L., 1753",8,7,4,5,5,5,7,0,3,1
129165,129165,"Vicia elegantissima Shuttlew. ex Rouy, 1883",6,7,4,5,4,8,6,0,3,3
129216,129216,"Vicia leucantha Biv., 1813",8,9,4,4,5,5,7,0,3,4
129233,129233,"Vicia melanops Sibth. & Sm., 1813",8,6,4,4,4,5,7,0,3,4
129284,129284,"Vicia pseudocracca Bertol., 1810",6,6,4,5,4,8,6,0,3,3
80288,80288,"Aegilops neglecta Req. ex Bertol., 1835",8,9,3,2,1,7,7,0,4,3
80302,80302,"Aegilops triuncialis L., 1753",8,9,3,2,1,7,7,0,4,3
160336,160336,"Aegilops triuncialis subsp. triuncialis L., 1753",8,9,3,2,1,7,7,0,4,3
80304,80304,"Aegilops ventricosa Tausch, 1837",8,9,3,2,1,7,7,0,4,3
121430,121430,"Scandix australis L., 1753",8,9,3,3,4,7,6,0,3,3
140743,140743,"Scandix australis subsp. australis L., 1753",8,9,3,3,4,7,6,0,3,3
140747,140747,"Scandix australis subsp. grandiflora (L.) Thell., 1926",8,9,3,3,4,7,6,0,3,3
125397,125397,"Taeniatherum caput-medusae (L.) Nevski, 1934",9,9,3,3,1,8,6,0,3,3
82305,82305,"Anacyclus clavatus (Desf.) Pers., 1807",8,8,3,4,3,6,6,0,4,3
86750,86750,"Bromus scoparius L., 1755",8,8,3,3,3,7,7,0,3,3
96894,96894,"Erodium ciconium (L.) L'Hér., 1789",8,8,3,4,3,8,6,0,4,3
611295,611295,"Glebionis coronaria (L.) Cass. ex Spach, 1841",8,8,3,4,4,8,7,0,3,3
136672,136672,"Hordeum murinum subsp. leporinum (Link) Arcang., 1882",8,7,4,4,3,8,8,0,4,2
717543,717543,"Senecio glaucus L., 1753",,,,,,,,,,
718411,718411,"Senecio glaucus subsp. coronopifolius (Maire) C.Alexander, 1979",,,,,,,,,,
126865,126865,"Torilis nodosa (L.) Gaertn., 1788",8,6,4,4,4,7,7,0,3,3
141803,141803,"Torilis nodosa subsp. nodosa (L.) Gaertn., 1788",8,6,4,4,4,7,7,0,3,3
141805,141805,"Torilis nodosa subsp. webbii (Jury) Kerguélen, 1998",8,6,4,4,4,7,7,0,3,3
83529,83529,"Arctotheca calendula (L.) Levyns, 1942",8,7,4,5,4,5,7,0,3,2
132264,132264,"Bromus hordeaceus subsp. thominei (Hardouin) Braun-Blanq., 1929",8,6,2,5,4,5,6,0,4,1
619409,619409,"Erodium cicutarium subsp. bipinnatum (Desf.) Tourlet, 1908",,,,,,,,,,
104841,104841,"Lagurus ovatus L., 1753",9,7,1,5,4,5,6,0,4,1
718370,718370,"Lagurus ovatus subsp. ovatus L., 1753",9,7,1,5,4,5,6,0,4,1
105604,105604,"Lepidium bonariense L., 1753",,,,,,,,,,
130022,130022,"Vulpia membranacea (L.) Dumort., 1824",8,7,1,5,4,6,6,3,5,1
717789,717789,"Lupinus pilosus L., 1774",,,,,,,,,,
130005,130005,"Vulpia fasciculata (Forssk.) Fritsch, 1909",8,7,1,5,4,6,6,3,5,1
79684,79684,"Abutilon theophrasti Medik., 1787",8,7,3,4,4,8,6,0,3,2
81955,81955,"Amaranthus albus L., 1759",8,8,6,3,4,7,7,1,3,3
81963,81963,"Amaranthus blitoides S.Watson, 1877",9,7,6,3,4,7,8,0,3,3
81966,81966,"Amaranthus blitum L., 1753",8,7,4,3,4,7,8,0,3,3
131285,131285,"Amaranthus blitum subsp. blitum L., 1753",8,7,4,3,4,7,8,0,3,3
131286,131286,"Amaranthus blitum subsp. emarginatus (Salzm. ex Uline & W.L.Bray) Carretero, Muí±oz Garm. & Pedrol, 1987",8,5,5,6,6,5,8,0,3,3
143439,143439,"Amaranthus blitum var. blitum L., 1753",8,7,4,3,4,7,8,0,3,3
154276,154276,"Amaranthus blitum var. emarginatus (Salzm. ex Uline & W.L.Bray) Lambinon, 1993",8,5,5,6,6,5,8,0,3,3
143440,143440,"Amaranthus blitum var. oleraceus (L.) Hook.f., 1885",8,7,4,3,4,7,8,0,3,3
154277,154277,"Amaranthus blitum var. pseudogracilis (Thell.) Lambinon, 1993",8,5,5,6,6,5,8,0,3,3
81971,81971,"Amaranthus caudatus L., 1753",8,8,4,3,4,8,8,0,3,3
81976,81976,"Amaranthus cruentus L., 1759",8,8,4,3,4,9,8,0,3,3
81978,81978,"Amaranthus deflexus L., 1771",8,7,5,4,4,7,7,0,3,3
81991,81991,"Amaranthus graecizans L., 1753",8,6,5,5,5,8,7,0,3,3
131292,131292,"Amaranthus graecizans subsp. silvestris (Vill.) Brenan, 1961",9,8,4,3,4,9,8,0,3,3
81992,81992,"Amaranthus hybridus L., 1753",8,8,5,3,4,7,7,1,3,3
81994,81994,"Amaranthus hypochondriacus L., 1753",8,6,5,5,5,8,7,0,3,3
82006,82006,"Amaranthus muricatus (Gillies ex Moq.) Hieron., 1881",8,7,5,4,4,7,7,0,3,3
82015,82015,"Amaranthus powellii S.Watson, 1875",8,8,5,3,4,7,7,0,3,3
961575,961575,"Amaranthus powellii subsp. bouchonii (Thell.) Costea & Carretero, 2001",8,8,5,3,4,7,7,0,3,3
961574,961574,"Amaranthus powellii subsp. powellii S.Watson, 1875",8,7,5,3,4,8,6,1,3,3
82018,82018,"Amaranthus retroflexus L., 1753",8,7,5,3,4,7,7,1,3,3
82023,82023,"Amaranthus spinosus L., 1753",9,9,1,5,5,5,7,0,5,1
82024,82024,"Amaranthus standleyanus Parodi ex Covas, 1941",8,8,5,3,4,7,7,0,3,3
82033,82033,"Amaranthus viridis L., 1763",9,9,3,4,4,5,7,0,5,1
82195,788797,"Amsinckia micrantha Suksd., 1900",8,7,5,4,5,6,7,0,4,1
84834,84834,"Astragalus echinatus Murray, 1770",8,8,3,3,3,7,7,0,3,2
89681,89681,"Centaurea pullata L., 1753",8,8,3,4,4,7,4,0,3,2
717138,717138,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch, 2012",8,7,5,3,4,8,9,0,3,3
93097,93097,"Crepis nicaeensis Balb., 1807",8,7,4,3,4,7,6,1,3,3
94479,94479,"Datura ferox L., 1753",7,8,3,5,5,8,8,0,3,3
94481,94481,"Datura innoxia Mill., 1768",7,8,4,5,5,8,8,0,3,3
94489,94489,"Datura stramonium L., 1753",8,6,5,5,5,7,8,1,3,3
94497,94497,"Daucus aureus Desf., 1798",8,8,3,4,5,7,7,0,3,3
611233,611233,"Daucus bicolor Sm., 1821",8,8,3,5,5,8,7,0,3,2
95141,95141,"Diplotaxis viminea (L.) DC., 1821",7,8,3,4,4,8,7,0,3,3
96919,96919,"Erodium malacoides (L.) L'Hér., 1789",8,8,3,4,4,5,6,0,3,4
100596,100596,"Guizotia abyssinica (L.f.) Cass., 1829",8,8,3,4,4,6,7,0,4,3
101027,101027,"Helianthus annuus L., 1753",8,6,4,4,5,6,8,0,3,3
613531,613531,"Helianthus annuus var. annuus L., 1753",8,6,4,4,5,6,8,0,3,3
613530,613530,"Helianthus annuus var. macrocarpus (DC.) Cockerell, 1915",8,6,4,4,5,6,8,0,3,3
103924,103924,"Iva xanthiifolia Nutt., 1818",8,7,4,4,4,6,7,0,4,3
106720,106720,"Lotus tetragonolobus L., 1753",8,8,3,4,4,7,7,0,3,3
107243,107243,"Malva cretica Cav., 1786",8,8,3,4,5,7,7,0,3,3
137569,137569,"Malva cretica subsp. althaeoides (Cav.) Bég., 1909",8,8,3,4,5,7,7,0,3,3
137571,137571,"Malva cretica subsp. cretica Cav., 1786",8,8,3,4,5,7,7,0,3,3
107677,107677,"Medicago orbicularis (L.) Bartal., 1776",7,8,3,5,5,7,6,0,3,3
789025,789025,"Medicago orbicularis var. glandulosa (Urban) Rouy, 1899",7,8,3,5,5,7,6,0,3,3
148576,148576,"Medicago orbicularis var. orbicularis (L.) Bartal., 1776",7,8,3,5,5,7,6,0,3,3
109600,109600,"Nicandra physalodes (L.) Gaertn., 1791",8,6,4,4,4,7,7,0,3,3
109613,109613,"Nicotiana rustica L., 1753",8,7,4,5,5,8,7,0,3,3
109614,109614,"Nicotiana tabacum L., 1753",8,7,4,5,5,8,7,0,3,3
109797,109797,"Ocimum basilicum L., 1753",7,8,4,5,5,6,7,0,2,3
112364,112364,"Papaver somniferum L., 1753",8,8,4,5,5,7,6,0,4,3
612534,612534,"Papaver somniferum subsp. somniferum L., 1753",8,8,4,5,5,7,6,0,4,3
611394,611394,"Picris rhagadioloides (L.) Desf., 1804",8,8,3,2,4,8,8,0,3,3
115215,115215,"Portulaca oleracea L., 1753",7,7,5,2,2,7,7,0,5,3
721757,721757,"Sicyos angulatus L., 1753",7,7,3,7,7,5,7,0,2,8
123392,123392,"Silene apetala Willd., 1799",,,,,,,,,,
124081,124081,"Solanum nitidibaccatum Bitter, 1912",8,8,4,4,4,5,7,0,4,3
124098,124098,"Solanum rostratum Dunal, 1813",8,6,4,4,4,7,6,0,3,3
124106,124106,"Solanum sarrachoides Sendtn., 1846",8,6,4,4,4,7,6,0,3,3
124848,124848,"Staphisagria macrosperma Spach, 1838",8,8,3,4,4,7,8,0,3,3
125401,125401,"Tagetes erecta L., 1753",,,,,,,,,,
125404,125404,"Tagetes minuta L., 1753",8,6,4,4,4,7,6,0,3,3
125405,125405,"Tagetes patula L., 1753",,,,,,,,,,
717878,717878,"Tagetes tenuifolia Cav., 1793",,,,,,,,,,
126829,126829,"Tordylium apulum L., 1753",8,8,3,4,4,7,7,0,3,3
127131,127131,"Tribulus terrestris L., 1753",9,8,3,3,4,7,6,0,4,3
128256,128256,"Urospermum picroides (L.) Scop. ex F.W.Schmidt, 1795",8,7,4,3,3,8,6,0,3,3
129124,129124,"Vicia benghalensis L., 1753",7,8,3,4,4,7,6,0,3,3
82093,82093,"Ambrosia trifida L., 1753",9,8,4,4,4,8,6,0,3,3
966336,966336,"Andryala cossyrensis Guss., 1844",,,,,,,,,,
82562,82562,"Andryala integrifolia L., 1753",6,7,4,5,5,6,6,0,3,3
84290,84290,"Asperugo procumbens L., 1753",7,6,6,3,5,8,9,0,3,3
85114,85114,"Atriplex rosea L., 1763",7,6,6,7,8,7,7,1,4,3
86122,86122,"Blitum virgatum L., 1753",9,6,7,3,5,7,7,0,4,3
