CD_NOM,CD_REF,NOM_SCIENTIFIQUE,L,T,C,HA,HE,R,N,S,Tx,MO
130673,130673,"Zostera marina L., 1753",6,6,1,9,12,9,7,9,5,1
621062,621062,"Zostera marina var. marina L., 1753",6,6,1,9,12,9,7,9,5,1
789156,789156,"Nanozostera noltei (Hornem.) Toml. & Posl., 2001",7,6,1,9,11,9,7,8,1,3
621060,621060,"Zostera marina var. angustifolia Hornem., 1820",7,5,1,9,12,9,7,8,4,1
115222,115222,"Posidonia oceanica (L.) Delile, 1813",7,8,1,9,12,9,7,9,5,1
93774,93774,"Cymodocea nodosa (Ucria) Asch., 1869",7,8,1,9,12,9,7,9,5,1
87197,87197,"Cakile maritima Scop., 1772",9,8,1,8,6,7,7,7,4,1
132371,132371,"Cakile maritima subsp. maritima Scop., 1772",9,8,1,8,6,7,7,7,4,1
85083,85083,"Atriplex littoralis L., 1753",9,5,1,8,6,7,8,8,4,1
132369,132369,"Cakile maritima subsp. integrifolia (Hornem.) Greuter & Burdet, 1986",9,8,1,8,6,7,7,7,4,1
771713,771713,"Juncus ranarius Songeon & E.P.Perrier, 1860",9,4,1,8,7,8,7,8,4,2
85063,85063,"Atriplex glabriuscula Edmondston, 1845",9,4,1,8,6,7,7,7,6,1
85079,85079,"Atriplex laciniata L., 1753",9,6,1,7,5,8,7,7,5,1
114844,114844,"Polygonum raii Bab., 1836",8,4,1,3,5,7,7,5,6,1
120594,120594,"Salsola kali L., 1753",9,7,1,7,5,8,7,7,4,1
124122,124122,"Solanum triflorum Nutt., 1818",9,7,1,7,5,8,7,6,4,1
97607,97607,"Euphorbia peplis L., 1753",9,8,1,8,6,7,7,7,4,1
139083,139083,"Polygonum arenarium subsp. pulchellum (Loisel.) Thell., 1912",9,8,1,8,6,7,7,7,4,1
114654,114654,"Polygonum arenarium Waldst. & Kit., 1802",9,6,1,7,5,8,8,7,4,1
100719,100719,"Halimione portulacoides (L.) Aellen, 1938",8,9,1,8,8,8,7,8,2,3
106000,106000,"Limbarda crithmoides (L.) Dumort., 1827",9,6,1,6,6,8,8,5,4,3
612507,612507,"Limbarda crithmoides subsp. crithmoides (L.) Dumort., 1827",9,6,1,6,6,8,8,5,4,3
612508,612508,"Limbarda crithmoides subsp. longifolia (Arcang.) Greuter, 2003",8,9,1,8,8,8,7,8,2,3
93171,93171,"Cressa cretica L., 1753",8,9,1,8,8,8,7,8,2,3
93854,93854,"Cynomorium coccineum L., 1753",8,9,1,8,8,8,7,8,2,3
1006000,1006000,"Cynomorium coccineum subsp. coccineum L., 1753",8,9,1,8,8,8,7,8,2,3
119883,119883,"Salicornia fruticosa (L.) L., 1762",8,9,1,8,8,8,7,8,2,3
119892,119892,"Salicornia perennis Mill., 1768",8,9,1,8,8,8,7,8,2,3
966906,966906,"Salicornia pruinosa (Fuente, Rufo & Sánchez Mata) Piirainen & G.Kadereit, 2017",,,,,,,,,,
127537,127537,"Triglochin barrelieri Loisel., 1807",8,9,1,8,8,8,7,8,2,3
621773,621773,"Salicornia alpini Lag., 1817",8,9,1,8,8,8,7,8,2,3
966898,966898,"Salicornia alpini subsp. alpini Lag., 1817",8,9,1,8,8,8,7,8,2,3
1021698,1021698,"Suaeda vera Forssk. ex J.F.Gmel., 1776",8,9,1,8,7,8,7,7,3,3
966891,966891,"Arthrocaulon macrostachyum (Moric.) Piirainen & G.Kadereit, 2017",8,9,1,8,8,8,7,8,2,3
83952,83952,"Artemisia caerulescens L., 1753",8,9,1,8,8,8,7,8,2,3
131706,131706,"Artemisia caerulescens subsp. caerulescens L., 1753",8,9,1,8,8,8,7,8,2,3
131708,131708,"Artemisia caerulescens subsp. densiflora (Viv.) Gamisans ex Kerguélen & Lambinon, 1987",8,9,1,8,8,8,7,8,2,3
131709,131709,"Artemisia caerulescens subsp. gallica (Willd.) K.Perss., 1974",8,9,1,8,8,8,7,8,2,3
96032,96032,"Elytrigia elongata (Host) Nevski, 1936",8,9,1,8,8,8,7,8,2,3
134076,134076,"Elytrigia elongata subsp. elongata (Host) Nevski, 1936",8,9,1,8,8,8,7,8,2,3
101141,101141,"Heliotropium curassavicum L., 1753",8,9,1,8,8,8,7,8,2,3
106068,106068,"Limonium duriusculum (Girard) Fourr., 1869",8,9,1,8,8,8,7,8,2,3
106077,106077,"Limonium girardianum (Guss.) Fourr., 1869",8,9,1,8,8,8,7,8,2,3
106111,106111,"Limonium virgatum (Willd.) Fourr., 1869",8,9,1,8,8,8,7,8,2,3
717322,717322,"Myriolimon diffusum (Pourr.) Lledó, Erben & M.B.Crespo, 2005",8,9,1,8,8,8,7,8,2,3
717323,717323,"Myriolimon ferulaceum (L.) Lledó, Erben & M.B.Crespo, 2005",8,9,1,8,8,8,7,8,2,3
106037,106037,"Limoniastrum monopetalum (L.) Boiss., 1848",8,9,1,8,8,8,7,8,2,3
106059,106059,"Limonium densissimum (Pignatti) Pignatti, 1971",8,9,1,8,8,8,7,8,2,3
89336,89336,"Catapodium marinum (L.) C.E.Hubb., 1955",9,7,2,6,5,7,5,4,4,1
109496,109496,"Neoschischkinia elegans (Thore) Tzvelev, 1968",9,7,3,5,4,7,5,4,4,1
112396,112396,"Parapholis filiformis (Roth) C.E.Hubb., 1946",9,5,4,5,5,7,5,4,4,1
112397,112397,"Parapholis incurva (L.) C.E.Hubb., 1946",9,7,3,5,5,7,5,4,4,1
112400,112400,"Parapholis strigosa (Dumort.) C.E.Hubb., 1946",9,5,4,5,5,7,5,5,4,1
119805,119805,"Sagina maritima Don, 1806",9,6,1,6,5,7,5,4,4,1
106498,106498,"Lolium parabolicae Sennen ex Samp., 1922",9,6,3,5,4,7,5,5,4,1
98903,98903,"Frankenia pulverulenta L., 1753",9,9,3,6,4,7,6,5,3,1
115025,115025,"Polypogon maritimus Willd., 1801",9,8,3,6,5,7,7,6,4,1
124599,124599,"Sphenopus divaricatus (Gouan) Rchb., 1830",9,8,3,5,4,7,7,5,3,1
718416,718416,"Sphenopus divaricatus subsp. divaricatus (Gouan) Rchb., 1830",9,8,3,5,4,7,7,5,3,1
124796,124796,"Stachys ocymastrum (L.) Briq., 1893",9,8,4,5,5,7,7,4,4,1
82880,82880,"Anthemis secundiramea Biv., 1806",9,8,4,5,5,7,7,4,3,1
97423,97423,"Eudianthe coelirosa (L.) Rchb., 1844",9,8,4,5,5,8,6,5,4,1
103020,103020,"Hornungia procumbens (L.) Hayek, 1925",9,7,3,5,4,8,6,4,4,1
106651,106651,"Lotus conimbricensis Brot., 1800",9,8,3,5,6,8,6,5,4,1
107936,107936,"Melilotus messanensis (L.) All., 1785",9,8,4,5,4,8,7,5,4,1
110207,110207,"Ononis mitissima L., 1753",9,8,5,5,4,8,6,4,4,1
124555,124555,"Spergularia diandra (Guss.) Boiss., 1867",9,8,3,6,5,7,5,5,4,1
124560,124560,"Spergularia heldreichii Foucaud, 1903",9,8,3,6,5,7,5,5,4,1
124587,124587,"Spergularia tangerina P.Monnier, 1964",9,8,3,5,5,7,5,5,4,1
127349,127349,"Trifolium isthmocarpum Brot., 1816",9,8,4,5,5,8,6,5,4,1
127514,127514,"Trifolium vesiculosum Savi, 1798",9,7,4,5,5,8,6,5,4,1
152250,152250,"Trifolium vesiculosum var. vesiculosum Savi, 1798",9,7,4,5,5,8,6,5,4,1
98704,98704,"Filago tyrrhenica Chrtek & Holub, 1963",9,8,1,5,5,8,6,5,3,1
102959,102959,"Hordeum geniculatum All., 1785",9,5,1,6,4,8,7,5,4,1
115030,115030,"Polypogon subspathaceus Req., 1825",9,8,1,5,5,7,6,5,4,1
444455,444455,"Senecio transiens (Rouy) Jeanm., 2003",9,8,1,5,5,7,7,5,4,1
124786,124786,"Stachys marrubiifolia Viv., 1825",9,8,2,4,5,8,7,5,4,1
106045,106045,"Limonium avei (De Not.) Brullo & Erben, 1988",8,9,1,7,5,6,5,6,8,3
112398,112398,"Parapholis marginata Runemark, 1962",9,8,1,5,4,7,6,4,4,1
907646,907646,"Anchusa crispa subsp. crispa Viv., 1825",9,8,1,4,4,7,6,4,5,1
907647,907647,"Anchusa crispa subsp. valincoana Paradis, Piazza & Quilichini, 2018",9,8,1,4,4,7,6,4,5,1
82376,82376,"Anchusa crispa Viv., 1825",9,8,1,4,4,7,6,4,5,1
106070,106070,"Limonium echioides (L.) Mill., 1768",9,8,1,7,5,8,6,6,5,1
122195,122195,"Sedum litoreum Guss., 1826",9,8,3,6,5,7,6,5,3,1
122650,122650,"Senecio leucanthemifolius Poir., 1789",9,8,2,6,5,8,6,5,4,1
140971,140971,"Senecio leucanthemifolius subsp. leucanthemifolius Poir., 1789",9,8,2,6,5,8,6,5,4,1
123632,123632,"Silene sedoides Poir., 1789",9,8,4,5,5,8,6,5,4,1
102968,102968,"Hordeum marinum Huds., 1778",9,6,1,7,4,8,6,6,4,1
125259,125259,"Suaeda maritima (L.) Dumort., 1827",9,7,1,8,9,8,7,8,1,3
nc,nc,Salicornia procumbens Sm. subsp. procumbens écoph. jaunissant,9,4,1,8,10,8,7,8,1,3
nc,nc,Salicornia procumbens Sm. subsp. procumbens écoph. verdissant,9,7,1,8,10,8,7,8,1,3
119894,119894,"Salicornia procumbens Sm., 1813",9,4,1,8,10,8,7,8,1,3
788981,788981,"Salicornia procumbens subsp. procumbens Sm., 1813",9,4,1,8,10,8,7,8,1,3
100718,100718,"Halimione pedunculata (L.) Aellen, 1938",9,4,1,7,8,8,7,7,1,3
119881,119881,"Salicornia europaea L., 1753",9,4,1,7,8,7,6,7,2,3
788983,788983,"Salicornia europaea subsp. disarticulata (Moss) Lambinon & Vanderp., 2012",9,4,1,7,8,8,6,7,4,3
788985,788985,"Salicornia europaea subsp. europaea L., 1753",9,4,1,7,8,7,6,7,2,3
nc,nc,Salicornia procumbens Sm. subsp. procumbens écoph. rougeoyant,9,7,1,7,9,8,7,8,1,3
85627,85627,"Bassia hyssopifolia (Pall.) Kuntze, 1891",9,8,1,7,5,8,8,8,4,1
124008,124008,"Soda inermis Fourr., 1869",9,7,1,7,5,8,8,8,3,1
717568,717568,"Spirobassia hirsuta (L.) Freitag & G.Kadereit, 2011",9,7,1,7,5,8,8,8,4,1
125249,125249,"Suaeda albescens Lízaro Ibiza, 1920",,,,,,,,,,
125261,125261,"Suaeda spicata (Willd.) Moq., 1831",9,8,1,7,5,8,8,8,3,1
125262,125262,"Suaeda splendens (Pourr.) Gren. & Godr., 1855",9,8,1,7,5,8,8,8,3,1
788982,788982,"Salicornia perennans subsp. perennans Willd., 1797",9,8,1,7,8,8,7,8,1,3
788876,788876,"Salicornia perennans Willd., 1797",9,8,1,7,8,8,7,8,1,3
610735,610735,"Achillea maritima (L.) Ehrend. & Y.P.Guo, 2005",9,7,1,5,4,7,5,3,5,1
82139,82139,"Ammophila arenaria (L.) Link, 1827",9,5,1,5,5,7,5,3,5,1
92358,92358,"Convolvulus soldanella L., 1753",9,7,1,5,5,7,5,3,5,1
96035,96035,"Elytrigia juncea (L.) Nevski, 1936",9,5,1,6,6,7,7,6,5,1
97145,97145,"Eryngium maritimum L., 1753",9,7,1,4,4,7,5,3,5,1
97604,97604,"Euphorbia paralias L., 1753",9,7,1,5,4,7,5,3,5,1
107500,107500,"Matthiola sinuata (L.) W.T.Aiton, 1812",9,7,1,5,4,7,5,3,5,1
114779,114779,"Polygonum maritimum L., 1753",9,5,1,5,5,7,6,4,5,1
131313,131313,"Ammophila arenaria subsp. arenaria (L.) Link, 1827",9,4,1,5,5,7,5,3,5,1
134086,134086,"Elytrigia juncea subsp. boreoatlantica (Simonet & Guin.) Hyl., 1953",9,5,1,6,6,7,7,6,5,1
98312,98312,"Festuca juncifolia Chaub. ex St.-Amans, 1821",9,5,1,5,4,7,5,3,5,1
131314,131314,"Ammophila arenaria subsp. arundinacea (Husn.) H.Lindb., 1932",9,8,1,4,5,7,5,3,5,1
95697,95697,"Echinophora spinosa L., 1753",9,8,1,4,4,7,5,3,5,1
134087,134087,"Elytrigia juncea subsp. juncea (L.) Nevski, 1936",9,8,1,4,6,7,6,6,5,1
107654,107654,"Medicago marina L., 1753",9,8,1,5,5,7,6,3,5,1
114854,114854,"Polygonum robertii Loisel., 1827",9,8,1,4,4,7,5,4,5,1
123650,123650,"Silene succulenta Forssk., 1775",9,8,1,4,4,7,6,4,5,1
141193,141193,"Silene succulenta subsp. corsica (DC.) Nyman, 1878",9,8,1,4,4,7,6,4,5,1
124728,124728,"Sporobolus pungens (Schreb.) Kunth, 1829",9,8,1,5,5,7,7,6,4,1
102929,102929,"Honckenya peploides (L.) Ehrh., 1788",8,4,1,3,6,7,7,5,7,1
136658,136658,"Honckenya peploides subsp. peploides (L.) Ehrh., 1788",8,4,1,3,6,7,7,5,7,1
105870,105870,"Leymus arenarius (L.) Hochst., 1848",8,4,1,3,5,8,6,3,5,1
130191,130191,"x Calammophila baltica (Floeggé ex Schrad.) Brand, 1904",,,,,,,,,,
92782,92782,"Crambe maritima L., 1753",8,4,1,3,6,7,7,5,7,1
137118,137118,"Lathyrus japonicus subsp. maritimus (L.) P.W.Ball, 1968",8,4,1,4,6,7,7,5,6,1
105206,105206,"Lathyrus japonicus Willd., 1802",8,4,1,4,6,7,7,5,6,1
140363,140363,"Rumex crispus subsp. littoreus (Hardy) Akeroyd, 1989",8,4,1,4,6,7,7,5,6,1
127614,127614,"Tripleurospermum maritimum (L.) W.D.J.Koch, 1847",9,6,1,6,6,8,8,6,4,3
989809,989809,"Tripleurospermum maritimum subsp. vinicaule P.D.Sell, 2006",9,6,1,6,6,8,8,6,4,3
105641,105641,"Lepidium latifolium L., 1753",8,6,5,7,6,6,7,1,4,8
104196,104196,"Juncus gerardi Loisel., 1809",8,5,2,6,7,7,5,6,3,3
127625,127625,"Tripolium pannonicum (Jacq.) Dobrocz., 1962",8,5,1,8,8,8,7,9,3,3
1015861,1015861,"Sporobolus alterniflorus (Loisel.) P.M.Peterson & Saarela, 2014",8,4,1,8,10,8,7,9,1,3
1015862,1015862,"Sporobolus anglicus (C.E.Hubb.) P.M.Peterson & Saarela, 2014",8,5,1,8,10,8,8,9,1,3
1015863,1015863,"Sporobolus maritimus (Curtis) P.M.Peterson & Saarela, 2014",8,6,1,8,10,8,7,9,1,3
1015864,1015864,"Sporobolus x townsendii (H.Groves & J.Groves) P.M.Peterson & Saarela, 2014",8,5,1,8,10,8,8,9,1,3
92029,92029,"Cochlearia anglica L., 1759",8,4,1,7,9,8,8,9,1,3
106112,106112,"Limonium vulgare Mill., 1768",8,5,1,5,8,8,6,8,3,3
116354,116354,"Puccinellia maritima (Huds.) Parl., 1850",8,5,1,8,9,8,7,9,2,3
124572,124572,"Spergularia media (L.) C.Presl, 1826",8,4,1,6,8,8,6,8,2,3
124569,124569,"Spergularia marina (L.) Besser, 1822",8,4,1,7,8,8,7,8,3,1
127546,127546,"Triglochin maritima L., 1753",8,5,2,6,7,7,5,6,3,3
84003,84003,"Artemisia maritima L., 1753",8,6,1,5,6,8,6,6,4,3
131730,131730,"Artemisia maritima subsp. maritima L., 1753",8,6,1,5,6,8,6,6,4,3
92026,92026,"Cochlearia aestuaria (J.Lloyd) Heywood, 1964",8,5,1,7,8,8,6,6,2,3
134622,134622,"Festuca rubra subsp. litoralis (G.Mey.) Auquier, 1968",8,5,1,7,7,7,5,5,2,3
106080,106080,"Limonium humile Mill., 1768",8,6,1,7,7,7,5,6,2,3
610907,610907,"Lysimachia maritima (L.) Galasso, Banfi & Soldano, 2005",8,5,2,7,7,7,5,5,3,3
113905,113905,"Plantago maritima L., 1753",8,5,2,7,7,7,5,6,2,3
138907,138907,"Plantago maritima subsp. maritima L., 1753",8,5,2,7,7,7,5,6,2,3
717437,717437,"Pseudosclerochloa rupestris (With.) Tzvelev, 2004",8,6,1,8,7,6,4,3,4,1
88502,88502,"Carex extensa Gooden., 1794",8,6,1,6,7,7,5,6,3,3
104104,104104,"Juncus acutus L., 1753",8,7,1,8,8,7,3,5,4,9
136895,136895,"Juncus acutus subsp. acutus L., 1753",8,7,1,8,8,7,3,5,4,9
963290,963290,"Juncus acutus subsp. leopoldii (Parl.) Snogerup, 1978",8,7,1,8,8,7,3,5,4,9
104246,104246,"Juncus maritimus Lam., 1789",8,6,1,6,7,8,6,6,3,3
106083,106083,"Limonium legrandii (Gaut. & Timb.-Lagr.) Erben, 1978",8,6,1,6,6,7,5,6,3,3
124256,124256,"Sonchus maritimus L., 1759",8,6,1,5,6,8,6,6,4,3
80329,80329,"Aeluropus littoralis (Gouan) Parl., 1850",9,9,1,4,7,8,7,7,4,3
84277,84277,"Asparagus maritimus (L.) Mill., 1768",9,9,1,3,6,8,6,6,4,3
95175,95175,"Distichlis spicata (L.) Greene, 1887",,,,,,,,,,
98897,98897,"Frankenia hirsuta L., 1753",9,9,1,3,6,8,6,6,4,3
103693,103693,"Ipomoea sagittata Poir., 1789",9,9,1,4,6,8,7,6,4,3
106058,106058,"Limonium cuspidatum (Delort) Erben, 1978",9,9,1,4,7,8,7,7,3,3
106088,106088,"Limonium narbonense Mill., 1768",9,9,1,4,7,8,7,7,2,3
112735,112735,"Persicaria decipiens (R.Br.) K.L.Wilson, 1988",9,9,1,3,7,8,7,6,3,3
113838,113838,"Plantago cornutii Gouan, 1773",9,9,1,3,7,8,7,6,2,3
116350,116350,"Puccinellia festuciformis (Host) Parl., 1850",9,9,1,3,7,8,7,7,2,3
612552,612552,"Puccinellia festuciformis subsp. festuciformis (Host) Parl., 1850",9,9,1,3,7,8,7,7,2,3
718398,718398,"Puccinellia festuciformis subsp. lagascana Julií  & J.M.Monts., 1999",9,9,1,3,7,8,7,7,2,3
124231,124231,"Sonchus aquatilis Pourr., 1788",9,9,1,4,7,8,8,6,2,3
1015865,1015865,"Sporobolus pumilus (Roth) P.M.Peterson & Saarela, 2014",9,9,1,4,7,8,8,7,2,3
116349,116349,"Puccinellia fasciculata (Torr.) E.P.Bicknell, 1907",8,4,1,7,8,8,7,8,3,3
139479,139479,"Puccinellia fasciculata subsp. fasciculata (Torr.) E.P.Bicknell, 1907",8,4,1,7,8,8,7,8,3,3
98900,98900,"Frankenia laevis L., 1753",8,6,1,5,6,8,5,6,4,3
106044,106044,"Limonium auriculae-ursifolium (Pourr.) Druce, 1928",8,6,1,7,7,7,5,6,2,3
106094,106094,"Limonium ovalifolium (Poir.) Kuntze, 1891",8,6,1,8,7,7,5,7,8,3
131319,131319,"Anacamptis coriophora subsp. fragrans (Pollini) R.M.Bateman, Pridgeon & Chase, 1997",8,7,3,7,7,6,2,0,2,9
103800,103800,"Iris xiphium L., 1753",8,8,3,7,7,7,3,0,2,9
104235,104235,"Juncus littoralis C.A.Mey., 1831",8,9,1,8,8,7,3,5,4,9
811201,811201,"Lotus jordanii (Loret & Barrandon) Coulot, Rabaute & J.-M.Tison, 2014",8,8,3,7,7,7,3,0,2,9
113843,113843,"Plantago crassifolia Forssk., 1775",8,9,1,8,8,8,2,6,4,9
611922,611922,"Scirpoides holoschoenus subsp. australis (L.) Sojík, 1972",8,8,2,8,8,7,4,1,1,9
96025,96025,"Elytrigia acuta (DC.) Tzvelev, 1973",9,6,1,6,5,8,8,5,4,3
619313,619313,"Elytrigia campestris subsp. maritima (Tzvelev) H.Scholz, 1998",9,6,2,6,5,8,8,5,4,3
96057,96057,"Elytrigia x oliveri (Druce) Kerguélen ex Carreras, 1986",9,6,1,6,5,8,8,5,4,3
103562,103562,"Imperata cylindrica (L.) Raeusch., 1797",9,8,3,8,8,6,6,1,1,8
717686,717686,"Tripidium ravennae (L.) H.Scholz, 2006",9,9,3,8,9,7,6,0,1,8
718427,718427,"Tripidium ravennae subsp. ravennae (L.) H.Scholz, 2006",9,9,3,8,9,7,6,0,1,8
83832,83832,"Armeria maritima (Mill.) Willd., 1809",8,6,1,7,5,5,4,6,8,3
131662,131662,"Armeria maritima subsp. maritima (Mill.) Willd., 1809",8,6,1,7,5,5,4,6,8,3
134619,134619,"Festuca rubra subsp. juncea (Hack.) K.Richt., 1890",8,7,1,7,6,8,6,6,8,3
145373,145373,"Centaurium erythraea var. capitatum (Willd.) Melderis, 1972",9,6,3,6,6,7,5,5,3,1
92052,92052,"Cochlearia officinalis L., 1753",7,4,1,8,7,6,6,7,8,3
106047,106047,"Limonium binervosum (G.E.Sm.) C.E.Salmon, 1907",8,6,1,8,7,7,5,7,8,3
106064,106064,"Limonium dodartii (Girard) Kuntze, 1891",8,6,1,8,7,7,5,7,8,3
119582,119582,"Rumex rupestris Le Gall, 1850",7,4,1,8,7,6,6,7,8,3
124580,124580,"Spergularia rupicola Lebel ex Le Jol., 1860",8,6,1,8,7,7,5,7,8,3
133658,133658,"Dactylis glomerata subsp. oceanica G.Guignard, 1986",8,7,1,7,6,8,6,6,8,3
133735,133735,"Daucus carota subsp. gadecaei (Rouy & E.G.Camus) Heywood, 1968",8,7,1,7,6,8,6,6,8,3
133736,133736,"Daucus carota subsp. gummifer (Syme) Hook.f., 1884",8,7,1,7,6,8,6,6,8,3
923541,923541,"Daucus carota var. gummifer (Syme) Hook.f., 1884",8,7,1,7,6,8,6,6,8,3
98289,98289,"Festuca huonii Auquier, 1973",8,7,1,7,6,8,6,6,8,3
718693,718693,"Galatella linosyris var. armoricana (Rouy) B.Bock & J.-M.Tison, 2012",8,7,1,7,6,8,6,6,8,3
101077,101077,"Helichrysum foetidum (L.) Moench, 1794",8,6,1,8,7,7,5,7,8,3
105776,105776,"Leucanthemum cantabricum Sennen, 1936",8,9,1,7,5,6,6,6,8,3
105784,105784,"Leucanthemum crassifolium (Lange) Willk., 1865",8,7,1,7,5,6,6,6,8,3
141211,141211,"Silene vulgaris subsp. maritima (With.)  Á.Löve & D.Löve, 1961",8,6,1,7,5,5,4,6,8,3
141542,141542,"Tephroseris helenitis subsp. candida (Corb.) B.Nord., 1978",7,7,1,7,6,8,6,6,8,3
152208,152208,"Trifolium pratense var. maritimum Zabel, 1859",8,7,1,7,6,8,6,6,8,3
84910,84910,"Astragalus tragacantha L., 1753",8,9,1,7,5,6,5,6,8,3
93190,93190,"Crithmum maritimum L., 1753",8,9,1,7,5,6,5,6,8,3
133653,133653,"Dactylis glomerata subsp. hackelii (Asch. & Graebn.) Cif. & Giacom., 1950",8,9,1,7,5,6,6,6,8,3
133733,133733,"Daucus carota subsp. drepanensis (Arcang.) Heywood, 1968",8,9,1,7,5,6,6,6,8,3
106053,106053,"Limonium companyonis (Gren. & Billot) Kuntze, 1891",8,9,1,7,5,6,5,6,8,3
106066,106066,"Limonium dubium (Guss.) Litard., 1948",8,9,1,7,5,6,5,6,8,3
107495,107495,"Matthiola incana (L.) W.T.Aiton, 1812",8,9,1,7,5,6,5,6,8,3
137593,137593,"Matthiola incana subsp. incana (L.) W.T.Aiton, 1812",8,9,1,7,5,6,5,6,8,3
112064,112064,"Pallenis maritima (L.) Greuter, 1997",8,9,1,7,5,5,5,6,8,3
83847,83847,"Armeria ruscinonensis Girard, 1844",8,9,1,7,5,6,5,6,8,3
131684,131684,"Armeria ruscinonensis subsp. ruscinonensis Girard, 1844",8,9,1,7,5,6,5,6,8,3
133737,133737,"Daucus carota subsp. hispanicus (Gouan) Thell., 1926",8,9,1,7,5,6,6,6,8,3
717271,717271,"Hyoseris taurina (Pamp.) Martinoli, 1953",,,,,,,,,,
106056,106056,"Limonium cordatum (L.) Mill., 1768",8,9,1,7,5,5,5,6,8,3
628301,628301,"Limonium geronense Erben, 1978",,,,,,,,,,
106097,106097,"Limonium pseudominutum Erben, 1988",8,9,1,7,5,5,5,6,8,3
610627,610627,"Malephora crocea (Jacq.) Schwantes, 1928",,,,,,,,,,
999575,999575,"Polycarpon tetraphyllum subsp. catalaunicum (O.Bolòs & Vigo) Iamonico & Domina, 2015",8,9,1,7,5,6,6,6,8,3
141164,141164,"Silene italica subsp. salzmannii Arcang., 1882",8,9,1,7,5,5,5,6,8,3
83852,83852,"Armeria soleirolii (Duby) Godr., 1853",8,9,1,7,5,5,5,6,8,3
88092,88092,"Carduus cephalanthus Viv., 1824",8,9,1,7,5,6,6,6,8,3
613500,613500,"Daucus carota var. fontanesii (Thell.) Reduron, 2007",8,9,1,7,5,6,6,6,8,3
94759,94759,"Dianthus gyspergerae Rouy, 1903",8,9,1,7,5,6,5,6,8,3
96897,96897,"Erodium corsicum Léman, 1805",8,9,1,7,5,6,5,6,8,3
788900,788900,"Lampranthus brownii (Hook.f.) N.E.Br., 1930",,,,,,,,,,
106043,106043,"Limonium articulatum (Loisel.) Kuntze, 1891",8,9,1,7,5,5,5,6,8,3
106049,106049,"Limonium bonifaciense Arrigoni & Diana, 1993",8,9,1,7,5,5,5,6,8,3
106055,106055,"Limonium contortirameum (Mabille) Erben, 1991",8,9,1,7,5,5,5,6,8,3
106057,106057,"Limonium corsicum Erben, 1992",8,9,1,7,5,5,5,6,8,3
106066,106066,"Limonium dubium (Guss.) Litard., 1948",8,9,1,7,5,5,5,6,8,3
106073,106073,"Limonium florentinum Arrigoni & Diana, 1993",8,9,1,7,5,5,5,6,8,3
457840,457840,"Limonium lambinonii Erben, 2002",,,,,,,,,,
106091,106091,"Limonium obtusifolium (Rouy) Erben, 1978",8,9,1,7,5,5,5,6,8,3
106095,106095,"Limonium patrimoniense Arrigoni & Diana, 1993",8,9,1,7,5,5,5,6,8,3
160018,160018,"Limonium portovecchiense Erben, 2001",8,9,1,7,5,5,5,6,8,3
106105,106105,"Limonium strictissimum (Salzm.) Arrigoni, 1990",8,9,1,7,5,5,5,6,8,3
106106,106106,"Limonium tarcoense Arrigoni & Diana, 1993",8,9,1,7,5,5,5,6,8,3
123045,123045,"Seseli praecox (Gamisans) Gamisans, 1985",8,9,1,7,5,6,5,6,8,3
123672,123672,"Silene velutina Pourr. ex Loisel., 1809",8,9,1,7,5,6,6,6,8,3
124567,124567,"Spergularia macrorrhiza (Loisel.) Heynh., 1846",8,9,1,7,5,6,5,6,8,3
105431,105431,"Lemna minor L., 1753",7,5,5,9,11,5,5,1,1,8
105433,105433,"Lemna minuta Kunth, 1816",8,5,4,9,11,5,5,0,1,8
124707,124707,"Spirodela polyrhiza (L.) Schleid., 1839",7,6,5,9,11,5,6,1,1,8
85469,85469,"Azolla filiculoides Lam., 1783",8,7,4,9,11,7,7,0,1,8
721797,721797,"Landoltia punctata (G.Mey.) Les & D.J.Crawford, 1999",,,,,,,,,,
105423,105423,"Lemna aequinoctialis Welw., 1859",8,7,4,9,11,5,5,0,1,8
105427,105427,"Lemna gibba L., 1753",8,6,5,9,11,7,8,1,1,8
105442,105442,"Lemna turionifera Landolt, 1975",8,6,5,9,11,5,5,0,1,8
130119,130119,"Wolffia arrhiza (L.) Horkel ex Wimm., 1857",8,6,4,9,11,7,7,0,1,8
999530,999530,"Wolffia columbiana H.Karst., 1865",,,,,,,,,,
999529,999529,"Wolffia globosa (Roxb.) Hartog & Plas, 1970",,,,,,,,,,
103120,103120,"Hydrocharis morsus-ranae L., 1753",7,5,5,9,11,6,6,0,1,8
105441,105441,"Lemna trisulca L., 1753",5,5,5,9,12,4,4,1,2,8
717574,717574,"Stuckenia pectinata (L.) Börner, 1912",7,5,5,9,12,5,7,1,1,8
83232,83232,"Aponogeton distachyos L.f., 1782",8,6,4,9,9,6,6,0,1,8
109141,109141,"Myriophyllum aquaticum (Vell.) Verdc., 1973",7,6,5,9,12,6,7,0,1,8
109144,109144,"Myriophyllum heterophyllum Michx., 1803",7,6,5,9,12,5,6,0,2,8
109150,109150,"Myriophyllum spicatum L., 1753",6,5,5,9,12,8,7,0,4,8
109151,109151,"Myriophyllum verticillatum L., 1753",7,5,5,9,12,7,6,0,3,8
447414,447414,"Nelumbo nucifera Gaertn., 1788",8,4,4,9,11,,7,0,3,8
109732,109732,"Nuphar lutea (L.) Sm., 1809",6,5,5,9,11,7,6,0,1,8
